restaurant,item,calories,sodium,sugar,total_fat,protein
Subway,"6"" Corned Beef Reuben",470.0,1770.0,12.0,15.0,39.0
Subway,Footlong Corned Beef Reuben,940.0,3540.0,24.0,30.0,78.0
Subway,"6"" Italian B.M.T.",410.0,1300.0,8.0,16.0,20.0
Subway,Footlong Italian B.M.T.,820.0,2600.0,16.0,32.0,40.0
Subway,"6"" Italian Hero",550.0,1470.0,9.0,29.0,26.0
Subway,Footlong Italian Hero,1100.0,2940.0,18.0,58.0,52.0
Subway,"6"" Meatball Marinara",480.0,950.0,12.0,18.0,21.0
Subway,Footlong Meatball Marinara,960.0,1900.0,24.0,36.0,42.0
Subway,"6"" Oven Roasted Chicken",320.0,640.0,8.0,5.0,23.0
Subway,Footlong Oven Roasted Chicken,640.0,1280.0,16.0,10.0,46.0
Subway,Kids Mini Sub Roast Beef,200.0,390.0,5.0,3.0,14.0
Subway,"6"" Roast Beef",320.0,700.0,7.0,5.0,24.0
Subway,Footlong Roast Beef,640.0,1400.0,14.0,10.0,48.0
Subway,"6"" Rotisserie Style Chicken",350.0,540.0,7.0,6.0,29.0
Subway,Footlong Rotisserie Style Chicken,700.0,1080.0,14.0,12.0,58.0
Subway,"6"" Spicy Italian",480.0,1520.0,8.0,24.0,20.0
Subway,Footlong Spicy Italian,960.0,3040.0,16.0,48.0,40.0
Subway,"6"" Steak and Cheese",380.0,1060.0,8.0,10.0,26.0
Subway,Footlong Steak and Cheese,760.0,2120.0,16.0,20.0,52.0
Subway,"6"" Subway Club",310.0,880.0,7.0,5.0,23.0
Subway,Footlong Subway Club,620.0,1760.0,14.0,10.0,46.0
Subway,"6"" Subway Melt (includes cheese)",370.0,1210.0,8.0,11.0,23.0
Subway,Footlong Subway Melt (includes cheese),740.0,1420.0,16.0,22.0,46.0
Subway,"6"" Subway Seafood Sensation",420.0,690.0,8.0,19.0,13.0
Subway,Footlong Subway Seafood Sensation,840.0,1380.0,16.0,38.0,26.0
Subway,"6"" Sweet Onion Chicken Teriyaki",380.0,900.0,18.0,5.0,26.0
Subway,Footlong Sweet Onion Chicken Teriyaki,760.0,1800.0,36.0,10.0,52.0
Subway,"6"" Tuna",470.0,620.0,6.0,24.0,20.0
Subway,Footlong Tuna,940.0,1240.0,12.0,48.0,40.0
Subway,"6"" Turkey & Bacon Avocado",390.0,860.0,7.0,13.0,22.0
Subway,Footlong Turkey & Bacon Avocado,780.0,1720.0,14.0,26.0,44.0
Subway,Kids Mini Sub Turkey Breast,180.0,380.0,5.0,2.0,10.0
Subway,"6"" Turkey Breast",280.0,810.0,7.0,4.0,18.0
Subway,Footlong Turkey Breast,560.0,1620.0,14.0,8.0,36.0
Subway,"6"" Turkey Breast & Ham",280.0,820.0,8.0,4.0,18.0
Subway,Footlong Turkey Breast & Ham,560.0,1640.0,16.0,8.0,36.0
Subway,"6"" Turkey Italiano Melt (with Provolone)",490.0,1480.0,8.0,24.0,24.0
Subway,Footlong Turkey Italiano Melt (with Provolone),980.0,2960.0,16.0,48.0,48.0
Subway,Kids Mini Sub Veggie Delite,150.0,190.0,4.0,2.0,6.0
Subway,"6"" Veggie Delite",230.0,310.0,6.0,3.0,8.0
Subway,Footlong Veggie Delite,460.0,620.0,12.0,6.0,16.0
Subway,"6"" Veggie Patty",390.0,800.0,8.0,7.0,23.0
Subway,Footlong Veggie Patty,780.0,1600.0,16.0,14.0,46.0
Subway,Autumn Carved Turkey Salad,300.0,1120.0,22.0,9.0,25.0
Subway,B.L.T. Salad,150.0,420.0,5.0,8.0,10.0
Subway,Big Hot Pastrami Melt Salad,400.0,1250.0,4.0,29.0,23.0
Subway,Big Philly Cheesesteak Salad,330.0,1080.0,6.0,16.0,32.0
Subway,Black Forest Ham Salad,110.0,590.0,6.0,3.0,12.0
Subway,Buffalo Chicken Salad (with Ranch dressing),360.0,1100.0,6.0,26.0,20.0
Subway,Carved Turkey & Bacon w/ Cheese Salad,280.0,1320.0,5.0,12.0,28.0
Subway,Carved Turkey Salad,150.0,680.0,3.0,4.0,19.0
Subway,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510.0,1040.0,7.0,38.0,30.0
Subway,Cold Cut Combo Salad,180.0,820.0,5.0,11.0,12.0
Subway,Double Chicken Salad,220.0,490.0,4.0,5.0,36.0
Subway,Italian B.M.T.® Salad,230.0,1060.0,6.0,15.0,14.0
Subway,Italian Hero Salad,230.0,1060.0,8.0,15.0,14.0
Subway,Meatball Marinara Salad,310.0,720.0,10.0,17.0,16.0
Subway,Oven Roasted Chicken Salad,140.0,280.0,4.0,3.0,19.0
Subway,Roast Beef Salad,140.0,450.0,5.0,4.0,18.0
Subway,Spicy Italian Salad,310.0,1280.0,6.0,23.0,15.0
Subway,Steak & Cheese Salad,210.0,830.0,6.0,8.0,20.0
Subway,Subway Club Salad,140.0,640.0,5.0,4.0,17.0
Subway,Subway Melt® Salad,200.0,910.0,6.0,10.0,18.0
Subway,Sweet Onion Chicken Teriyaki Salad,200.0,660.0,16.0,3.0,20.0
Subway,Tuna Salad,310.0,370.0,4.0,24.0,15.0
Subway,Turkey Breast & Ham Salad,110.0,580.0,5.0,3.0,12.0
Subway,Turkey Breast Salad,110.0,570.0,5.0,2.0,12.0
Subway,Veggie Delite Salad,50.0,65.0,4.0,1.0,3.0
Subway,Chipotle Southwest Steak & Cheese Wrap,760.0,2250.0,7.0,37.0,43.0
Subway,Rotisserie-Style Chicken Caesar Wrap,730.0,1900.0,4.0,34.0,55.0
Subway,"Turkey, Bacon & Guacamole Wrap",810.0,2970.0,6.0,42.0,43.0
Subway,Cheese & Veggies Pizza,740.0,1270.0,9.0,25.0,36.0
Subway,Cheese Pizza,680.0,1070.0,7.0,22.0,32.0
Subway,Pepperoni Pizza,790.0,1350.0,8.0,32.0,38.0
Subway,Sausage Pizza,820.0,1420.0,8.0,34.0,39.0
Taco Bell,1/2 lb.* Cheesy Potato Burrito,540.0,1360.0,4.0,26.0,19.0
Taco Bell,1/2 lb.* Combo Burrito,460.0,1320.0,3.0,18.0,21.0
Taco Bell,7-Layer Burrito,510.0,1090.0,4.0,19.0,16.0
Taco Bell,Bean Burrito,370.0,960.0,3.0,11.0,13.0
Taco Bell,Beefy 5-Layer Burrito,550.0,1270.0,5.0,22.0,19.0
Taco Bell,Beefy Fritos® Burrito,440.0,1030.0,3.0,18.0,13.0
Taco Bell,Black Bean Burrito,410.0,1100.0,3.0,12.0,14.0
Taco Bell,Burrito Supreme® – Beef,420.0,1090.0,5.0,16.0,16.0
Taco Bell,Burrito Supreme® - Chicken,390.0,1050.0,5.0,12.0,19.0
Taco Bell,Burrito Supreme® - Steak,390.0,1090.0,5.0,13.0,17.0
Taco Bell,Cantina Power Burrito - Chicken,760.0,1960.0,7.0,27.0,32.0
Taco Bell,Cantina Power Burrito - Steak,780.0,1900.0,7.0,28.0,33.0
Taco Bell,Cantina Power Burrito - Veggie,740.0,1750.0,8.0,26.0,20.0
Taco Bell,Cheesy Bean and Rice Burrito,420.0,930.0,4.0,17.0,11.0
Taco Bell,Chili Cheese Burrito,380.0,930.0,2.0,17.0,16.0
Taco Bell,Chicken Crunchy Cheesy Core Burrito,610.0,1510.0,5.0,24.0,25.0
Taco Bell,Steak Crunchy Cheesy Core Burrito,610.0,1520.0,5.0,24.0,25.0
Taco Bell,Beef Crunchy Cheesy Core Burrito,630.0,1530.0,5.0,26.0,22.0
Taco Bell,Loaded Taco Burrito,550.0,1130.0,4.0,29.0,20.0
Taco Bell,Chicken Quesarito,620.0,1440.0,4.0,30.0,24.0
Taco Bell,Steak Quesarito,630.0,1410.0,4.0,31.0,25.0
Taco Bell,Beef Quesarito,650.0,1450.0,5.0,34.0,22.0
Taco Bell,Shredded Chicken Burrito,400.0,960.0,3.0,18.0,16.0
Taco Bell,Smothered Burrito - Beef,710.0,2260.0,4.0,35.0,28.0
Taco Bell,Smothered Burrito - Shredded Chicken,650.0,2230.0,4.0,28.0,34.0
Taco Bell,Smothered Burrito - Steak,670.0,2080.0,4.0,29.0,35.0
Taco Bell,Chicken Spicy Cheesy Core Burrito,540.0,1740.0,5.0,20.0,24.0
Taco Bell,Steak Spicy Cheesy Core Burrito,550.0,1750.0,5.0,21.0,24.0
Taco Bell,Beef Spicy Cheesy Core Burrito,570.0,1760.0,5.0,23.0,22.0
Taco Bell,Triple Melt Burrito,410.0,1030.0,3.0,16.0,15.0
Taco Bell,XXL Grilled Stuft Burrito - Beef,880.0,2020.0,6.0,42.0,31.0
Taco Bell,XXL Grilled Stuft Burrito - Chicken,830.0,1940.0,6.0,35.0,37.0
Taco Bell,XXL Grilled Stuft Burrito - Steak,820.0,2020.0,7.0,36.0,33.0
Taco Bell,Chicken Soft Taco,170.0,460.0,1.0,6.0,12.0
Taco Bell,Cool Ranch® Doritos® Double Decker® Taco,320.0,770.0,2.0,14.0,13.0
Taco Bell,Cool Ranch® Doritos® Locos Taco,160.0,350.0,1.0,10.0,8.0
Taco Bell,Cool Ranch® Doritos® Locos Taco Supreme,200.0,370.0,3.0,12.0,9.0
Taco Bell,Crunchy Taco,170.0,290.0,1.0,10.0,8.0
Taco Bell,Crunchy Taco Supreme®,200.0,320.0,2.0,12.0,9.0
Taco Bell,Double Decker® Taco,320.0,640.0,2.0,14.0,13.0
Taco Bell,DOUBLE DECKER® Taco Supreme®,350.0,670.0,3.0,16.0,14.0
Taco Bell,Spicy Sweet Double Stacked Taco,340.0,640.0,6.0,18.0,12.0
Taco Bell,Cool Ranch Habanero Double Stacked Taco,350.0,630.0,3.0,20.0,13.0
Taco Bell,Nacho Crunch Double Stacked Taco,380.0,650.0,2.0,19.0,13.0
Taco Bell,Fiery Doritos® Double Decker® Taco,320.0,770.0,2.0,13.0,14.0
Taco Bell,Fiery Doritos® Locos Taco,170.0,370.0,1.0,10.0,8.0
Taco Bell,Fiery Doritos® Locos Taco Supreme,200.0,390.0,2.0,12.0,9.0
Taco Bell,Grilled Steak Soft Taco,250.0,550.0,2.0,14.0,11.0
Taco Bell,Nacho Cheese Doritos® Double Decker® Taco,320.0,760.0,2.0,13.0,14.0
Taco Bell,Nacho Cheese Doritos® Locos Tacos,170.0,340.0,1.0,9.0,8.0
Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme,200.0,370.0,2.0,11.0,9.0
Taco Bell,Soft Taco Supreme® – Beef,230.0,530.0,3.0,11.0,10.0
Taco Bell,Soft Taco-Beef,200.0,510.0,1.0,9.0,10.0
Taco Bell,Spicy Potato Soft Taco,250.0,510.0,1.0,13.0,6.0
Taco Bell,Chalupa Supreme® - Chicken,340.0,530.0,4.0,18.0,16.0
Taco Bell,Chalupa Supreme® - Steak,340.0,570.0,4.0,18.0,14.0
Taco Bell,Chalupa Supreme®–Beef,370.0,570.0,4.0,21.0,13.0
Taco Bell,Double Chalupa,600.0,1010.0,5.0,35.0,21.0
Taco Bell,Wild Naked Chicken Chalupa,420.0,1070.0,2.0,28.0,19.0
Taco Bell,Mild Naked Chicken Chalupa,440.0,1090.0,1.0,30.0,20.0
Taco Bell,Spicy Double Chalupa,600.0,1240.0,5.0,35.0,21.0
Taco Bell,Fresco Bean Burrito,350.0,950.0,3.0,9.0,11.0
Taco Bell,Fresco Burrito Supreme® – Chicken,340.0,1020.0,4.0,8.0,17.0
Taco Bell,Fresco Burrito Supreme® – Steak,340.0,1060.0,4.0,9.0,15.0
Taco Bell,Fresco Chicken Soft Taco,150.0,460.0,2.0,4.0,11.0
Taco Bell,Fresco Crunchy Taco,140.0,290.0,1.0,8.0,6.0
Taco Bell,Fresco Grilled Steak Soft Taco,150.0,500.0,2.0,4.0,9.0
Taco Bell,Fresco Soft Taco,170.0,500.0,2.0,7.0,8.0
Taco Bell,Cheesy Gordita Crunch,490.0,810.0,6.0,29.0,20.0
Taco Bell,Doritos® Cheesy Gordita Crunch - Cool Ranch,490.0,890.0,5.0,28.0,20.0
Taco Bell,Doritos® Cheesy Gordita Crunch - Fiery,490.0,890.0,4.0,28.0,20.0
Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,490.0,880.0,5.0,28.0,20.0
Taco Bell,Double Cheesy Gordita Crunch,570.0,1110.0,5.0,32.0,25.0
Taco Bell,Gordita Supreme® – Beef,300.0,550.0,6.0,14.0,13.0
Taco Bell,Gordita Supreme® - Chicken,270.0,510.0,6.0,10.0,16.0
Taco Bell,Gordita Supreme® - Steak,270.0,550.0,6.0,11.0,14.0
Taco Bell,Nacho Fries Bellgrande,710.0,1420.0,4.0,41.0,13.0
Taco Bell,Nachos BellGrande®,760.0,1100.0,5.0,39.0,18.0
Taco Bell,Nachos Supreme,430.0,690.0,3.0,23.0,12.0
Taco Bell,Triple Layer Nachos,320.0,600.0,2.0,15.0,7.0
Taco Bell,Triple Melt Nachos,260.0,550.0,1.0,16.0,10.0
Taco Bell,Beefy Cheddar Crunchwrap Slider,410.0,960.0,3.0,19.0,14.0
Taco Bell,Beefy Mini Quesadilla,210.0,560.0,1.0,12.0,9.0
Taco Bell,Beefy Nacho Griller,420.0,870.0,3.0,19.0,12.0
Taco Bell,BLT Crunchwrap Slider,430.0,900.0,4.0,23.0,12.0
Taco Bell,Cantina Power Bowl - Chicken,560.0,1520.0,4.0,22.0,26.0
Taco Bell,Cantina Power Bowl - Steak,580.0,1460.0,4.0,23.0,27.0
Taco Bell,Cantina Power Bowl - Veggie,540.0,1310.0,4.0,21.0,14.0
Taco Bell,Cheese Quesadilla,480.0,1000.0,3.0,27.0,19.0
Taco Bell,Cheese Roll-Up,190.0,450.0,1.0,9.0,9.0
Taco Bell,Chicken Quesadilla,520.0,1210.0,3.0,28.0,27.0
Taco Bell,Chickstar,620.0,1290.0,4.0,37.0,17.0
Taco Bell,Chipotle Crispy Chicken Griller,290.0,640.0,1.0,18.0,9.0
Taco Bell,Crispy Chicken Quesadilla,650.0,1480.0,3.0,37.0,26.0
Taco Bell,Crunchwrap Supreme®,540.0,1110.0,7.0,21.0,16.0
Taco Bell,Double Tostada,270.0,650.0,2.0,11.0,12.0
Taco Bell,Express Taco Salad w/ Chips,580.0,1270.0,7.0,29.0,23.0
Taco Bell,Loaded Potato Griller,470.0,1120.0,5.0,22.0,13.0
Taco Bell,Mexican Pizza,540.0,860.0,2.0,31.0,20.0
Taco Bell,MexiMelt®,270.0,740.0,2.0,14.0,14.0
Taco Bell,Steak Quesalupa,440.0,840.0,3.0,23.0,22.0
Taco Bell,Chicken Quesalupa,440.0,840.0,3.0,23.0,22.0
Taco Bell,Beef Quesalupa,460.0,890.0,3.0,26.0,19.0
Taco Bell,Shredded Chicken Mini Quesadilla,180.0,540.0,1.0,8.0,12.0
Taco Bell,Spicy Chicken Crunchwrap Slider,400.0,900.0,3.0,20.0,15.0
Taco Bell,Spicy Tostada,200.0,440.0,1.0,10.0,7.0
Taco Bell,Stacker,390.0,1050.0,3.0,18.0,18.0
Taco Bell,Steak Quesadilla,520.0,1250.0,3.0,28.0,25.0
Taco Bell,Original Triple Double Crunchwrap,700.0,1550.0,7.0,30.0,23.0
Taco Bell,Spicy Triple Double Crunchwrap,780.0,1850.0,8.0,38.0,23.0
Taco Bell,Fiesta Taco Salad-Beef,780.0,1340.0,7.0,42.0,26.0
Taco Bell,Fiesta Taco Salad-Chicken,720.0,1260.0,8.0,35.0,32.0
Taco Bell,Fiesta Taco Salad-Steak,720.0,1340.0,8.0,36.0,28.0
Burger King,BLT풍치킨버거,642.0,1217.0,3.0,6.0,28.0
Burger King,BLT통다리치킨버거,911.0,1435.0,11.1,11.0,34.0
Burger King,더블와퍼,842.0,1198.0,10.5,20.2,45.0
Burger King,더콰트로치즈X,879.0,1643.0,6.1,23.0,41.0
Burger King,더콰트로치즈,834.0,1133.0,4.0,23.0,42.0
Burger King,디아블로킹치킨버거,462.0,923.0,5.4,5.0,20.0
Burger King,롱치킨디럭스,579.0,1100.0,7.7,5.5,25.0
Burger King,롱치킨버거,571.0,1100.0,5.7,5.5,25.0
Burger King,메가몬스터X,1420.0,2319.0,16.9,28.0,60.0
Burger King,몬스터와퍼,1055.0,1881.0,16.9,23.1,52.0
Burger King,몬스터X,1140.0,2222.0,18.6,27.6,51.0
Burger King,베이컨치즈와퍼,780.0,1368.0,7.5,19.0,37.0
Burger King,불고기통치킨버거,712.0,805.0,2.7,11.0,26.0
Burger King,불고기버거,371.0,432.0,9.9,8.0,17.0
Burger King,불고기와퍼,682.0,912.0,5.7,14.0,28.0
Burger King,불고기와퍼주니어,380.0,523.0,3.6,8.0,18.0
Burger King,아기상어새우버거,474.0,1226.0,6.5,6.0,14.0
Burger King,아빠상어새우버거,594.0,1261.0,6.6,9.0,24.0
Burger King,엄마상어새우버거,459.0,1257.0,7.8,5.0,15.0
Burger King,와퍼,619.0,809.0,10.5,13.0,29.0
Burger King,와퍼주니어,399.0,570.0,4.6,8.0,17.0
Burger King,치즈버거,366.0,752.0,5.9,9.0,19.0
Burger King,치즈와퍼,716.0,1288.0,7.1,16.0,33.0
Burger King,치즈와퍼주니어,438.0,771.0,4.8,10.0,19.0
Burger King,콰트로치즈와퍼,769.0,1051.0,6.2,20.0,40.0
Burger King,콰트로치즈와퍼주니어,446.0,631.0,3.1,10.0,21.0
Burger King,킹치킨버거,532.0,714.0,2.7,7.0,20.0
Burger King,통다리치킨버거,821.0,1287.0,10.1,10.0,29.0
Burger King,통모짜X,1033.0,1529.0,16.7,20.0,46.0
Burger King,통모짜와퍼,1058.0,1465.0,15.3,21.0,51.0
Burger King,통모짜와퍼주니어,699.0,1013.0,10.4,14.0,30.0
Burger King,통새우스테이크버거,851.0,1565.0,9.8,22.0,33.0
Burger King,통새우와퍼,741.0,984.0,4.8,15.0,34.0
Burger King,통새우와퍼주니어,381.0,522.0,5.0,7.3,21.0
Burger King,트러플머쉬룸와퍼,738.0,1254.0,8.0,12.0,29.0
Burger King,트러플머쉬룸와퍼주니어,404.0,554.0,7.2,7.0,16.0
Burger King,트러플머쉬룸X,776.0,1311.0,14.7,14.0,33.0
Burger King,트러플토모찌와퍼,1088.0,1221.0,12.8,23.0,51.0
Burger King,허니칠리킹치킨버거,477.0,751.0,5.3,6.0,20.0
Burger King,스테이크패티 추가,309.0,425.0,0.7,11.1,19.0
Burger King,와퍼패터 추가,223.0,389.0,0.0,7.0,16.0
Burger King,버거패티 추가,114.0,199.0,0.0,3.7,8.0
Burger King,치즈 1장 추가,41.0,197.0,0.0,2.2,3.0
Burger King,베이컨 2장 추가,26.0,50.0,0.0,0.7,2.0
Burger King,베이컨 4장 추가,53.0,100.0,0.0,1.5,3.0
Burger King,스위트칠리소스,50.0,205.0,10.2,0.0,0.0
Burger King,까망베르치즈소스[pouch],133.0,280.0,1.2,2.3,1.0
Burger King,디아블로소스[pouch],39.0,293.0,7.4,0.0,0.0
Burger King,케찹[pouch],11.0,107.0,2.3,0.0,0.0
Burger King,허니머스타드[pouch],32.0,60.0,3.1,0.0,0.0
Burger King,할라피뇨 2개 추가,3.0,54.0,0.5,0.0,0.04
Burger King,할라피뇨 4개 추가,6.0,108.0,1.0,0.0,0.08
Burger King,21치즈스틱,155.0,251.0,1.5,3.0,5.0
Burger King,너겟킹((4조각),139.0,289.0,0.4,2.0,6.0
Burger King,너겟킹(6조각),210.0,434.0,0.6,3.0,8.0
Burger King,너겟킹(10조각),347.0,723.0,1.0,5.0,14.0
Burger King,바삭킹(2조각),272.0,497.0,1.7,5.0,15.0
Burger King,바삭킹(4조각),544.0,993.0,3.4,10.0,29.0
Burger King,바삭킹(8조각),1088.0,1986.0,6.7,20.1,59.0
Burger King,어니언링,332.0,476.0,2.5,3.0,5.0
Burger King,치즈프라이,440.0,447.0,1.8,8.0,12.0
Burger King,코울슬로,130.0,218.0,13.2,0.9,1.0
Burger King,코코넛쉬림프(3조각),81.0,177.0,1.7,0.9,6.0
Burger King,코코넛쉬림프(6조각),162.0,353.0,3.4,1.7,12.0
Burger King,코코넛쉬림프(9조각),243.0,531.0,5.1,2.6,18.0
Burger King,콘샐러드,189.0,226.0,5.3,1.0,2.0
Burger King,크리미모짜볼(5조각),198.0,124.0,4.0,1.0,7.0
Burger King,크리미모짜볼(10조각),395.0,248.0,9.0,1.0,14.0
Burger King,트러플프라이,445.0,496.0,0.3,9.0,10.0
Burger King,프랜치프라이(L),377.0,432.0,0.4,4.0,5.0
Burger King,프랜치프라이(R),285.0,326.0,0.3,3.0,4.0
Burger King,해쉬브라운,169.0,263.0,0.0,3.0,2.0
Burger King,미닛메이드 오렌지(350ml PET),172.0,11.0,36.0,0.0,0.0
Burger King,스프라이트(L),237.0,32.0,60.0,0.0,0.0
Burger King,스프라이트(R),165.0,23.0,42.1,0.0,0.0
Burger King,씨그램,0.0,11.0,0.0,0.0,0.0
Burger King,제로톡톡 복숭아,0.0,10.0,0.0,0.0,0.0
Burger King,제로톡톡 청포도,0.0,10.0,0.0,0.0,0.0
Burger King,제로톡톡 체리,0.0,10.0,0.0,0.0,0.0
Burger King,코카콜라(L),215.0,22.0,55.9,0.0,0.0
Burger King,코카콜라(R),150.0,15.0,39.1,0.0,0.0
Burger King,코카콜라 제로(L),0.0,43.0,0.0,0.0,0.0
Burger King,코카콜라 제로(R),0.0,30.0,0.0,0.0,0.0
Burger King,아메리카노,6.0,0.0,0.0,0.0,0.0
lotteria,데리버거,348.0,590.0,10.0,4.9,12.0
lotteria,치킨버거,355.0,619.0,8.0,3.8,15.0
lotteria,치킨_버거,355.0,619.0,8.0,3.8,15.0
lotteria,T-REX버거,475.0,874.0,7.0,5.4,26.0
lotteria,리아미라클Ⅱ버거,352.0,550.0,9.0,4.0,15.0
lotteria,더블리아미라클Ⅱ버거,520.0,880.0,11.0,7.0,24.0
lotteria,새우버거,492.0,810.0,7.0,4.7,15.0
lotteria,새우_버거,492.0,810.0,7.0,4.7,15.0
lotteria,사각새우더블버거,556.0,962.0,7.0,5.1,17.0
lotteria,사각_새우더블버거,556.0,962.0,7.0,5.1,17.0
lotteria,모짜렐라 인더 버거-베이컨,699.0,1020.0,6.0,16.0,30.0
lotteria,불고기버거,476.0,778.0,10.0,7.2,20.0
lotteria,전주비빔라이스버거,572.0,1460.0,8.0,8.0,17.0
lotteria,핫크리스피버거,503.0,929.0,5.0,7.3,22.0
lotteria,DoubleX2버거,716.0,1070.0,7.0,25.0,25.0
lotteria,불고기 익스트림 오징어,650.0,1070.0,14.0,8.0,29.0
lotteria,불고기 베이컨,522.0,840.0,11.0,9.0,22.0
lotteria,새우 익스트림 레몬크림,534.0,910.0,12.0,4.1,17.0
lotteria,새우_익스트림 레몬크림,534.0,910.0,12.0,4.1,17.0
lotteria,새우 베이컨,538.0,870.0,7.0,6.0,17.0
lotteria,새우_베이컨,538.0,870.0,7.0,6.0,17.0
lotteria,더블 데리버거,446.0,740.0,10.0,7.0,19.0
lotteria,더블 치킨버거,478.0,950.0,11.0,5.0,24.0
lotteria,더블_치킨버거,478.0,950.0,11.0,5.0,24.0
lotteria,더블 클래식치즈버거,731.0,1110.0,6.0,25.0,25.0
lotteria,마라로드치킨,573.0,1210.0,14.0,6.0,27.0
lotteria,마라로드새우,509.0,1100.0,14.0,4.2,13.0
lotteria,마라로드_새우,509.0,1100.0,14.0,4.2,13.0
lotteria,마라로드비프,661.0,970.0,13.0,16.0,20.0
lotteria,왕돈까스버거,901.0,1570.0,14.0,8.0,35.0
lotteria,매운 왕돈까스버거,903.0,1580.0,15.0,8.0,35.0
lotteria,한우불고기버거,572.0,797.0,15.0,12.0,24.0
lotteria,더블한우불고기버거,802.0,1150.0,18.0,20.0,48.0
lotteria,한우트러플머쉬룸버거,584.0,985.0,18.0,14.7,25.0
lotteria,빅불버거,761.0,1370.0,12.0,16.0,36.0
lotteria,클래식치즈버거_(버터번),492.0,770.0,5.0,14.0,16.0
lotteria,힙&핫치킨버거,597.0,1473.0,20.0,7.6,25.0
lotteria,포테이토,267.0,322.0,0.0,3.2,4.0
lotteria,포테이토(L),389.0,471.0,0.0,4.7,6.0
lotteria,웨지포테이토,242.0,174.0,0.0,0.5,3.0
lotteria,치킨너겟,198.0,361.0,0.0,3.3,12.0
lotteria,양념감자(오니언),365.0,544.0,1.0,4.2,5.0
lotteria,양념감자(치즈),365.0,544.0,2.0,4.4,5.0
lotteria,양념감자(칠리),358.0,584.0,1.0,4.2,5.0
lotteria,내츄럴치즈스틱,160.0,183.0,0.0,2.6,9.0
lotteria,롱치즈스틱,156.0,236.0,0.0,7.0,8.0
lotteria,모짜크림치즈볼,218.0,177.0,6.0,4.4,3.0
lotteria,콘샐러드,146.0,190.0,1.0,1.3,2.0
lotteria,청주 매운만두 4조각,330.0,420.0,3.0,4.7,10.0
lotteria,청주 미친만두 4조각,346.0,480.0,3.0,4.9,10.0
lotteria,청주 섞미만두,338.0,450.0,3.0,4.8,10.0
lotteria,청주 매운만두 2조각,165.0,210.0,2.0,2.3,5.0
lotteria,청주 미친만두 2조각,173.0,240.0,2.0,2.5,5.0
lotteria,깡돼후 돼지후라이드,540.0,930.0,15.0,6.0,19.0
lotteria,깡돼후 돼지후라이드 콤보,667.0,945.0,46.0,6.0,19.0
lotteria,허니머스타드,25.0,70.0,2.0,0.3,0.0
lotteria,통오징어링,179.0,333.0,1.0,0.8,8.0
lotteria,시나몬 슈가 시즈닝,16.0,0.0,4.0,0.0,0.0
lotteria,잠발라야소스,33.0,121.0,7.0,0.0,0.0
lotteria,롯데리아빙수(보냉X),602.0,150.0,98.0,3.4,9.0
lotteria,롯데리아빙수(보냉o),602.0,150.0,98.0,3.4,9.0
lotteria,토네이토초코쿠키,305.0,140.0,31.0,8.0,4.0
lotteria,토네이토스트로베리,268.0,70.0,34.0,7.0,3.0
lotteria,토네이도 허쉬초코,313.0,75.0,40.0,8.0,4.0
lotteria,토네이도 더블초코,345.0,145.0,40.0,9.0,5.0
lotteria,지파이 고소한맛(S),422.0,656.0,1.0,6.8,20.0
lotteria,지파이 하바네로(L),566.0,1180.0,0.0,9.8,28.0
lotteria,페스츄리꽈배기,450.0,437.0,8.0,9.5,8.0
lotteria,페스츄리꽈배기 시나몬,466.0,437.0,12.0,9.5,8.0
lotteria,꽈배기콤보 플레인,688.0,527.0,37.0,15.2,15.0
lotteria,꽈배기콤보 시나몬,704.0,527.0,41.0,15.2,15.0
lotteria,스위트앤사워,24.0,53.0,4.0,0.0,0.0
lotteria,칠리 시즈닝,8.0,160.0,1.0,0.0,0.0
lotteria,어니언 시즈닝,15.0,120.0,1.0,0.0,0.0
lotteria,치즈시즈닝,15.0,130.0,2.0,0.2,0.0
lotteria,갈비맛소스,87.0,410.0,13.0,0.0,0.0
lotteria,크리미마늘소스,112.0,230.0,8.0,1.4,0.0
lotteria,크리미양념소스,99.0,360.0,9.0,0.7,0.0
lotteria,데리야끼소스,70.0,390.0,10.0,0.0,1.0
lotteria,머스타드소스,91.0,150.0,5.0,1.0,0.0
lotteria,핫소스,102.0,162.0,9.0,0.2,0.0
lotteria,필로우 돈까스소스 30G,32.0,200.0,5.0,0.0,0.0
lotteria,필로우 매운돈까스소스 30G,36.0,210.0,7.0,0.0,0.0
lotteria,쉑쉑치킨(오니언),259.0,353.0,2.0,2.5,15.0
lotteria,쉑쉑치킨(치즈),259.0,363.0,3.0,2.7,16.0
lotteria,쉑쉑치킨(칠리),252.0,393.0,1.0,2.5,15.0
lotteria,치킨 1조각 ,272.0,694.0,2.0,4.1,18.0
lotteria,1인혼닭,568.0,1594.0,1.0,8.4,61.0
lotteria,치킨풀팩 - 콘샐러드,2590.0,6439.0,15.0,38.3,166.0
lotteria,치킨풀팩 - 포테이토,2711.0,6571.0,14.0,40.2,168.0
lotteria,치킨하프팩 - 콘샐러드,1232.0,2967.0,8.0,17.8,75.0
lotteria,치킨하프팩 - 포테이토,1353.0,3100.0,6.0,19.6,77.0
